"doc_id","filepath","topo_x","topo_y","topo_z"
"f0567b82","skills/.archive_unified-workflow-suite/SKILL.md","methodology","general","archived"
"9176bf4a","skills/.archive_wulu-totem-system/SKILL.md","methodology","liu_honglei","archived"
"9782721f","skills/.archive_invitation-sender/SKILL.md","methodology","general","archived"
"f8f38318","skills/.archive_jina-ai-reader/SKILL.md","methodology","xu_sir","archived"
"4150a86f","skills/react-email/README.md","reference","xu_sir","active"
"b536a850","skills/react-email/SKILL.md","methodology","general","active"
"d66672df","skills/.archive_multi-platform-content-adapter/SKILL.md","methodology","general","archived"
"db75f327","skills/.archive_knowledge-extraction/SKILL.md","methodology","general","archived"
"08c2e95d","memory/TASK_BOARD_20260320.md","reference","general","active"
"5b0f8fa9","memory/2026-03-13_小时协调检查报告_1624.md","reference","liu_honglei","active"
"8a3ae1fb","memory/2026-03-13.md","reference","xu_sir","active"
"2aec13ef","memory/2026-03-25.md","reference","general","active"
"9763d887","memory/learning-cards/2026-03-20-link-24-placeholder.md","reference","general","active"
"68c9d8be","memory/learning-cards/2026-03-20-link-20-placeholder.md","reference","general","active"
"544e44bd","memory/learning-cards/2026-03-20-link-14-placeholder.md","reference","general","active"
"77cc67b6","memory/learning-cards/2026-03-20-link-08-brave.md","reference","general","active"
"f060b6b1","memory/learning-cards/2026-03-20-link-12-chroma.md","reference","general","active"
"f07e18a4","memory/learning-cards/2026-03-20-link-29-placeholder.md","reference","general","active"
"6e3b8085","memory/learning-cards/2026-03-20-link-25-placeholder.md","reference","general","active"
"2e916528","memory/learning-cards/2026-03-20-link-23-placeholder.md","reference","general","active"
"bddb7f2d","memory/learning-cards/2026-03-20-link-10-notion.md","reference","general","active"
"e5280d57","memory/learning-cards/2026-03-20-link-22-placeholder.md","reference","general","active"
"ba7c59c6","memory/learning-cards/2026-03-20-link-16-placeholder.md","reference","general","active"
"151af3ca","memory/learning-cards/2026-03-20-link-11-ollama.md","reference","general","active"
"2c3546e1","memory/learning-cards/2026-03-20-link-15-placeholder.md","reference","general","active"
"5d654625","memory/learning-cards/2026-03-20-link-01-deepseek.md","reference","general","active"
"819a56e0","memory/learning-cards/2026-03-20-link-18-placeholder.md","reference","general","active"
"90c8cec9","memory/learning-cards/2026-03-20-link-30-placeholder.md","reference","general","active"
"a55056ed","memory/learning-cards/2026-03-20-link-27-placeholder.md","reference","general","active"
"e0223206","memory/learning-cards/2026-03-20-link-13-langchain.md","reference","xu_sir","active"
"8cf69c75","memory/learning-cards/2026-03-20-link-17-placeholder.md","reference","general","active"
"2874f1bc","memory/learning-cards/2026-03-20-link-02-openmaic.md","reference","xu_sir","active"
"f4bb7557","memory/learning-cards/2026-03-20-link-03-typeui.md","reference","xu_sir","active"
"a949787e","memory/learning-cards/2026-03-20-link-21-placeholder.md","reference","general","active"
"3edabefb","memory/learning-cards/2026-03-20-link-06-firecrawl.md","reference","general","active"
"5f20a3e4","memory/learning-cards/2026-03-20-link-05-mineru.md","reference","general","active"
"33b6f322","memory/learning-cards/2026-03-20-link-07-tavily.md","reference","xu_sir","active"
"5c41ad40","memory/learning-cards/2026-03-20-link-04-kimicli.md","reference","general","active"
"ebca69cd","memory/learning-cards/2026-03-20-link-26-placeholder.md","reference","general","active"
"c676bc12","memory/learning-cards/2026-03-20-link-19-placeholder.md","reference","general","active"
"0344f778","memory/learning-cards/2026-03-20-link-28-placeholder.md","reference","general","active"
"ce683b99","memory/learning-cards/2026-03-20-link-09-reactemail.md","reference","general","active"
"6b77db40","memory/satisfynow-system-map.md","reference","general","active"
"aee471fa","memory/2026-03-21-decisions.md","reference","xu_sir","active"
"d1660a43","memory/2026-03-16.md","reference","xie_baojian","active"
"c58755f3","memory/info-collection/2026-03-16_06-00_hourly.md","reference","xie_baojian","active"
"cd7cfa6a","memory/2026-03-09-回顾清单.md","reference","liu_honglei","active"
"5fd3465e","memory/lost-promises-5standard-report-2026-03-20.md","reference","general","active"
"ecfbe25e","memory/2026-03-14-WIP-004补救报告.md","reference","liu_honglei","evolving"
"67aef1b9","memory/BLUE_TEAM_REPORT_RECEIVED.md","reference","general","active"
"662d92b6","memory/2026-03-14-专家邀请函待确认稿.md","reference","liu_honglei","active"
"7fa98d46","memory/2026-03-27.md","reference","general","active"
"ecc3de3d","memory/2026-03-16_小时协调检查报告_1924.md","reference","xu_sir","active"
"fc6b087c","memory/2026-03-26.md","reference","general","active"
"f4a2fd24","memory/第一性原则强制执行验证报告_2026-03-15.md","reference","liu_honglei","active"
"49b082cc","memory/2026-03-13-过期任务补救报告.md","reference","general","active"
"85df5904","memory/history-audit/blue-army-final-audit-2026-03-27.md","reference","general","active"
"64746ae1","memory/history-audit/kimi_link_01_record.md","reference","general","active"
"96e4da0d","memory/history-audit/OTHER_LINKS_CHECK_PLAN.md","reference","general","active"
"72eef177","memory/history-audit/LOST_PROMISES_REGISTRY_UPDATED.md","reference","general","active"
"6b5846ac","memory/history-audit/link_check_progress.md","reference","general","active"
"c0e6bcf3","memory/history-audit/link-selfcheck-report.md","reference","general","active"
"1f167fdb","memory/history-audit/honesty-redline-selfcheck.md","reference","general","active"
"55ef22e6","memory/history-audit/kimi_link_03_record.md","reference","xie_baojian","active"
"8b6514cc","memory/history-audit/CONFIRMED_EXECUTION_PLAN.md","reference","general","active"
"d472fe7d","memory/history-audit/kimi_link_02_record.md","reference","xie_baojian","active"
"806997ce","memory/history-audit/kimi_link_05_record.md","reference","general","active"
"d41fb93f","memory/history-audit/kimi_link_04_record.md","reference","general","active"
"cd5f0fd2","memory/history-audit/LINK_AUDIT_REPORT.md","reference","general","active"
"e45720b7","memory/history-audit/AUDIT_EXECUTION_PLAN.md","reference","general","active"
"cc85c7eb","memory/history-audit/blue-army-deep-audit-2026-03-27.md","reference","general","active"
"779b82e4","memory/skill-installation-status.md","methodology","general","active"
"5063c9ae","memory/2026-03-21-evening.md","reference","xu_sir","active"
"d87e0c62","memory/2026-03-14_小时协调检查报告_1124.md","reference","xu_sir","active"
"399a5bf0","memory/reminder-audit-report-2026-03-15.md","reference","general","active"
"fa2d0c31","memory/quality/cross-validation/20260320-144753.md","reference","general","active"
"1b8d31b2","memory/improvement-report-2026-03-15.md","reference","xu_sir","active"
"251f5c7b","memory/task-coordination-2026-03-13-2046.md","reference","general","active"
"bc7b68c3","memory/2026-03-20-phase3-completion.md","reference","xie_baojian","active"
"f69632cd","memory/2026-03-17.md","reference","general","active"
"2da68527","memory/clawhub-install-retry-report-2026-03-13.md","reference","general","active"
"6fa80c2d","memory/experts/chen_guoxiang_profile_v1.md","reference","fang_yifeng","active"
"3bc033dc","memory/experts/fang_yifeng_profile_v1.md","reference","fang_yifeng","active"
"ecfc722c","memory/experts/_build_report_v1.md","reference","xu_sir","active"
"465fefe3","memory/experts/fang_yifeng_profile_v2.md","reference","fang_yifeng","active"
"8a2ed3ab","memory/improvements/ERR-202603-0001.md","reference","general","active"
"0ea696db","memory/task-coordination-2026-03-13-2146.md","reference","general","active"
"f430c291","memory/pending-confirmation-queue.md","reference","xu_sir","active"
"80dbb39d","memory/methodology/file-update-workflow.md","reference","general","active"
"ddd5af30","memory/methodology/align-complement-framework.md","reference","luo_han","active"
"840ce2ab","memory/2026-03-14_小时协调检查报告_2024.md","reference","liu_honglei","active"
"86a77a61","memory/TASK_SCAN_REPORT_2026-03-10.md","reference","liu_honglei","active"
"b5a69821","memory/industry_news/2026-03-21_资讯摘要.md","reference","xie_baojian","active"
"11ad8988","memory/HIBERNATION_STATUS.md","reference","general","active"
"d417ebd8","memory/2026-03-20.md","reference","general","active"
"bac8ac64","memory/SYSTEM_FIX_EXECUTION_20260321.md","reference","xu_sir","active"
"01b81107","memory/2026-03-13_小时协调检查报告_2224.md","reference","liu_honglei","active"
"0c42b1f3","memory/2026-03-13_小时协调检查报告_1724.md","reference","liu_honglei","active"
"0eeaaa2d","memory/2026-03-15-GAME产品化交付.md","reference","luo_han","active"
"2de316a8","memory/2026-03-14_小时协调检查报告_0124.md","reference","xu_sir","active"
"789fcd25","memory/lost-promise-user-reservation-2026-03-20.md","reference","general","active"
"109c39f4","memory/audit_report_20260315.md","reference","general","active"
"e3f580d5","memory/2026-03-14_小时协调检查报告_2124.md","reference","xu_sir","active"
"875a4f1a","memory/satisfynow-growth-diary.md","reference","liu_honglei","active"
"94ba7b3c","memory/2026-03-14_小时协调检查报告_0924.md","reference","liu_honglei","active"
"7c0f29ea","memory/hourly_coordination_2026-03-15_1124.md","reference","general","active"
"21b75494","memory/RECOVERY_PACKAGE_V1/2026-03-13.md","reference","general","active"
"e5138975","memory/RECOVERY_PACKAGE_V1/URG-001-完成报告.md","reference","xu_sir","active"
"b4445250","memory/RECOVERY_PACKAGE_V1/README.md","reference","xu_sir","active"
"bdf8f83d","memory/RECOVERY_PACKAGE_V1/USER.md","reference","general","active"
"4962eeca","memory/RECOVERY_PACKAGE_V1/DISASTER_RECOVERY_V1.md","reference","liu_honglei","active"
"553405a9","memory/RECOVERY_PACKAGE_V1/MEMORY.md","reference","xu_sir","active"
"2c6d7b6a","memory/RECOVERY_PACKAGE_V1/SOUL.md","reference","xu_sir","active"
"4c86c59a","memory/RECOVERY_PACKAGE_V1/IDENTITY.md","reference","xu_sir","active"
"50df3f0c","memory/comprehensive-lost-promises-audit-2026-03-20.md","reference","xu_sir","active"
"03866572","memory/working/egbertie-today-tasks-5.md","reference","xie_baojian","active"
"a406e08d","memory/working/brand_narrative_voice_memo_123.md","reference","xie_baojian","active"
"ca405e26","memory/working/daily_mode_optimization_v2.md","reference","general","active"
"5635123f","memory/working/v1.3_final_decisions.md","reference","xu_sir","active"
"e67769af","memory/working/cron_optimization_C_deployed.md","reference","general","active"
"92e36465","memory/working/token_optimization_strategy.md","reference","general","active"
"bc2a20ce","memory/working/hibernation_mode_optimization_v2.md","reference","general","active"
"342730e2","memory/working/v1.3_upgrade_completion_report.md","reference","xu_sir","active"
"cbd8bd03","memory/working/current_context.md","reference","general","active"
"b8040ac0","memory/working/v1.3_parallel_phrases_report.md","reference","luo_han","active"
"8304e105","memory/working/user_decisions_2026-03-24.md","reference","xu_sir","active"
"35479b61","memory/working/voice_memo_insights.md","reference","xie_baojian","active"
"22688aab","memory/working/superpowers_security_audit.md","reference","general","active"
"e8284e52","memory/working/resource-execution-handbook.md","reference","xu_sir","active"
"bab0197d","memory/working/academic_deep_research_architecture.md","reference","xu_sir","active"
"149fae68","memory/working/multi_platform_publish_guide.md","reference","xu_sir","active"
"668c2f22","memory/working/content_unification_decision_list.md","reference","liu_honglei","active"
"502f18a9","memory/working/epic_upgrade_tasklist.md","reference","luo_han","active"
"dd945b33","memory/working/v1.3_upgrade_decision_list.md","reference","xu_sir","active"
"98404ffb","memory/working/today_research_tasks.md","reference","liu_honglei","active"
"924c026f","memory/working/today_execution_plan.md","reference","general","active"
"ddbac5b3","memory/working/decision_retreat_v2_simplified.md","reference","fang_yifeng","active"
"73f23958","memory/working/certificates_order_final.md","reference","luo_han","active"
"c5350487","memory/working/encyclopedia_v1.1_text.md","reference","liu_honglei","active"
"cee8af37","memory/working/skill_treasure_hunt.md","methodology","xu_sir","active"
"0d71ffd7","memory/working/token_tracking_2026-03-24.md","reference","general","active"
"935de756","memory/working/v1.3_content_calibration.md","reference","luo_han","active"
"00fe0ac6","memory/working/night_research_expert_enhancement.md","reference","liu_honglei","active"
"cc0e2e66","memory/working/knowledge_consistency_audit_2026-03-24.md","reference","xu_sir","active"
"87e8cc21","memory/working/file_upload_integrity_check_20260318.md","reference","luo_han","active"
"482be7ca","memory/working/nine_grid_launch_plan.md","reference","xu_sir","active"
"7eddd10d","memory/working/nine_grid_final_publish.md","reference","xu_sir","active"
"3d94c509","memory/working/nine_grid_image_prompt_final.md","reference","xie_baojian","active"
"fbdfc333","memory/working/v1.3_content_calibration_report.md","reference","luo_han","active"
"d2f67ba8","memory/working/totem_expert_integration.md","reference","luo_han","active"
"2eabe9b1","memory/working/v1.3_parallel_phrases.md","reference","general","active"
"7d00984b","memory/working/immediate_tasks_completion_report.md","reference","xu_sir","active"
"fc03fc3d","memory/working/nine_grid_ai_image_guide.md","reference","xu_sir","active"
"b39d72ad","memory/working/v1.3_calibration_full_report.md","reference","liu_honglei","active"
"92ed27bd","memory/working/partners_mountain_ep1_script.md","reference","general","active"
"32ceb3a0","memory/working/multi_platform_publish_guide_final.md","reference","xu_sir","active"
"bd086ac3","memory/intelligence/info-collection-2026-03-15-1700.md","reference","xie_baojian","active"
"68b51208","memory/47-systems-honest-assessment.md","reference","xu_sir","active"
"e68d1ba7","memory/BACKUP_DASHBOARD.md","reference","general","active"
"1383ba7f","memory/wechat-integration-evaluation.md","reference","general","active"
"42bb0b72","memory/feishu-api-capability-tracker.md","reference","xu_sir","active"
"71cfb3e2","memory/2026-03-24.md","reference","liu_honglei","active"
"abb8d652","memory/2026-03-21.md","reference","general","active"
"0900d05e","memory/cron-expansion-plan-2026-03-27.md","reference","xu_sir","active"
"521c8dd0","memory/reports/weekly_retrospective_2026-03-21.md","reference","xu_sir","active"
"ae21caa9","memory/reports/weekly/2026-W12.md","reference","general","active"
"9cf88b15","memory/skill-integration-report-2026-03-27.md","methodology","xu_sir","active"
"329b9758","memory/2026-03-21-执行状态报告.md","reference","general","active"
"de8d8b57","memory/2026-03-21-第一目标达成.md","reference","general","active"
"5db59498","memory/conversation-summary-2026-03-15.md","reference","xu_sir","active"
"6900da23","memory/hourly-check-2026-03-15-0624.md","reference","general","active"
"bf9e6f13","memory/2026-03-15_小时协调检查报告_0424.md","reference","liu_honglei","active"
"0b328266","memory/2026-03-15_小时协调检查报告_0124.md","reference","liu_honglei","active"
"cb23ae5f","memory/2026-03-08_重启状态保存.md","reference","liu_honglei","active"
"caddec48","memory/lost-promises-audit-2026-03-20.md","reference","general","active"
"5aef4ef5","memory/2026-03-10-遗忘任务补救报告.md","reference","xie_baojian","active"
"c862c2dd","memory/2026-03-22.md","reference","general","active"
"7a0f8fc0","memory/2026-03-19.md","reference","xu_sir","active"
"a043343f","memory/feishu-wecom-test-report-2026-03-27.md","reference","xu_sir","active"
"c6cd5060","memory/2026-03-14-WIP-003状态核查报告.md","reference","xu_sir","evolving"
"caeb318e","memory/2026-03-14_小时协调检查报告_0024.md","reference","liu_honglei","active"
"5566ee16","memory/quick-replenishment-2026-03-15-1220.md","reference","liu_honglei","active"
"071baa45","memory/token-correction-20260322.md","reference","general","active"
"78875e8b","memory/multi-agent-design-spec.md","reference","xu_sir","active"
"aa7ed25d","memory/archive/storage-safety-redline-v1.0.md","reference","general","archived"
"af7bc3da","memory/archive/culture_dingyu_jin_wulu.md","reference","general","archived"
"bdce884f","memory/archive/wulu_totem_system.md","reference","liu_honglei","archived"
"4843994b","memory/archive/skill_system.md","methodology","general","archived"
"2b384539","memory/archive/egbertie_full_profile.md","reference","liu_honglei","archived"
"6b6444a9","memory/archive/logs/2026-03-14.md","reference","xu_sir","archived"
"d785fcd0","memory/archive/logs/2026-03-06.md","reference","xu_sir","archived"
"c996ee3a","memory/archive/logs/2026-03-15.md","reference","xie_baojian","archived"
"e5d4ab3e","memory/archive/logs/2026-03-07.md","reference","luo_han","archived"
"fa688da0","memory/archive/logs/2026-03-09.md","reference","liu_honglei","archived"
"9137c673","memory/archive/logs/2026-03-10.md","reference","xu_sir","archived"
"aba3b088","memory/archive/logs/2026-03-08.md","reference","liu_honglei","archived"
"d6dff4f6","memory/archive/logs/2026-03-18.md","reference","liu_honglei","archived"
"b4dbacc0","memory/archive/migration_report.md","reference","general","archived"
"f77c00f6","memory/archive/project_history_2026-03.md","reference","xie_baojian","archived"
"efaf2400","memory/archive/expert_digital_twins.md","reference","liu_honglei","archived"
"240db08b","memory/archive/working_principles.md","reference","xu_sir","archived"
"899fc0ba","knowledge/week14_ingested/11_Skill文档/W14-0E450E-SKILL.md","methodology","general","active"
"97380756","knowledge/week14_ingested/11_Skill文档/W14-51F048-5standard-completion-report.md","reference","luo_han","active"
"44d0a2b5","knowledge/week14_ingested/11_Skill文档/W14-6FF7E1-SKILL.md","methodology","general","active"
"9f82cffb","knowledge/week14_ingested/11_Skill文档/W14-0A6D60-SKILL.md","methodology","liu_honglei","active"
"2cb413b4","knowledge/week14_ingested/11_Skill文档/W14-DD862C-SKILL.md","methodology","general","active"
"d3e0c327","knowledge/week14_ingested/11_Skill文档/W14-9C2912-SKILL.md","methodology","liu_honglei","active"
"b6aa43a0","knowledge/week14_ingested/11_Skill文档/W14-33AAC2-SKILL.md","methodology","general","active"
"092e6dec","knowledge/week14_ingested/11_Skill文档/W14-3B2552-LEVEL5_UPGRADE_REPORT.md","reference","xu_sir","active"
"a1bce8fb","knowledge/week14_ingested/11_Skill文档/W14-B5347C-LIMITATIONS.md","reference","general","active"
"0c6f54b8","knowledge/week14_ingested/11_Skill文档/W14-6499B4-CHANGELOG.md","reference","luo_han","active"
"2d2fb899","knowledge/week14_ingested/11_Skill文档/W14-458B8C-test_cases.md","reference","general","active"
"8e710933","knowledge/week14_ingested/11_Skill文档/W14-BB4771-SKILL.md","methodology","general","active"
"0cee9958","knowledge/week14_ingested/11_Skill文档/W14-F1B0D6-SKILL.md","methodology","general","active"
"ed729abe","knowledge/week14_ingested/11_Skill文档/W14-CA0296-SKILL.md","methodology","general","active"
"1e996f12","knowledge/week14_ingested/11_Skill文档/W14-152ACA-SKILL.md","methodology","general","active"
"7c0869b6","knowledge/week14_ingested/11_Skill文档/W14-E0A4C9-SKILL.md","methodology","general","active"
"5ff10595","knowledge/week14_ingested/11_Skill文档/W14-024562-SKILL.md","methodology","general","active"
"2a217b53","knowledge/week14_ingested/11_Skill文档/W14-0F98D0-SKILL.md","methodology","xu_sir","active"
"6a1fd6f7","knowledge/week14_ingested/11_Skill文档/W14-01C30D-SKILL.md","methodology","general","active"
"6be3af79","knowledge/week14_ingested/11_Skill文档/W14-34570B-SKILL.md","methodology","general","active"
"c0efb114","knowledge/week14_ingested/11_Skill文档/W14-D86C3F-SKILL.md","methodology","general","active"
"d9f2a356","knowledge/week14_ingested/11_Skill文档/W14-6FEFD8-SKILL.md","methodology","general","active"
"898f450d","knowledge/week14_ingested/11_Skill文档/W14-BF7D02-SKILL.md","methodology","xie_baojian","active"
"86516fad","knowledge/week14_ingested/11_Skill文档/W14-DAD18B-technical-analysis.md","reference","general","active"
"1bfb0120","knowledge/week14_ingested/11_Skill文档/W14-4D8E2A-SKILL.md","methodology","general","active"
"b83ea872","knowledge/week14_ingested/11_Skill文档/W14-8A426C-SKILL.md","methodology","general","active"
"3dbbe300","knowledge/week14_ingested/11_Skill文档/W14-D5EBBC-SKILL.md","methodology","general","active"
"eeba54e6","knowledge/week14_ingested/11_Skill文档/W14-80558F-SKILL.md","methodology","general","active"
"efc872a7","knowledge/week14_ingested/11_Skill文档/W14-C0455C-SKILL.md","methodology","general","active"
"3fae3fd4","knowledge/week14_ingested/11_Skill文档/W14-9A6FB2-SKILL.md","methodology","xu_sir","active"
"1c256c12","knowledge/week14_ingested/11_Skill文档/W14-5EE56E-SELF_CHECK_REPORT.md","reference","general","active"
"15d4bf36","knowledge/week14_ingested/11_Skill文档/W14-1ECE0C-README.md","reference","general","active"
"af37dde2","knowledge/week14_ingested/11_Skill文档/W14-A7CCBD-health-report-template.md","reference","general","active"
"fbc99024","knowledge/week14_ingested/11_Skill文档/W14-66E124-SKILL.md","methodology","general","active"
"fe087493","knowledge/week14_ingested/11_Skill文档/W14-2831F1-SKILL.md","methodology","general","active"
"d18f98bd","knowledge/week14_ingested/11_Skill文档/W14-ED6EC1-report-template.md","reference","general","active"
"778ca912","knowledge/week14_ingested/11_Skill文档/W14-E9C626-SKILL.md","methodology","general","active"
"46ac27f9","knowledge/week14_ingested/11_Skill文档/W14-F3AE37-SKILL.md","methodology","general","active"
"20a50321","knowledge/week14_ingested/11_Skill文档/W14-AAEFCA-SKILL.md","methodology","general","active"
"a561a607","knowledge/week14_ingested/11_Skill文档/W14-8F7684-SKILL.md","methodology","xu_sir","active"
"31f4dc9f","knowledge/week14_ingested/11_Skill文档/W14-14AC25-2026-03-21_产品周会_2026-03-21.md","reference","general","active"
"b91631ec","knowledge/week14_ingested/11_Skill文档/W14-4B4E74-SKILL.md","methodology","general","active"
"65fdf3ff","knowledge/week14_ingested/11_Skill文档/W14-658217-SKILL.md","methodology","xu_sir","active"
"d56d6478","knowledge/week14_ingested/11_Skill文档/W14-6AA1A3-SKILL.md","methodology","xie_baojian","active"
"1693c3b3","knowledge/week14_ingested/11_Skill文档/W14-508CDD-SKILL.md","methodology","xu_sir","active"
"e3efad7c","knowledge/week14_ingested/11_Skill文档/W14-04AE0C-README.md","reference","xu_sir","active"
"0ec6a8f2","knowledge/week14_ingested/11_Skill文档/W14-AE44C3-SKILL.md","methodology","general","active"
"0865968c","knowledge/week14_ingested/11_Skill文档/W14-44A229-SKILL.md","methodology","general","active"
"a3e15628","knowledge/week14_ingested/11_Skill文档/W14-6C9594-SKILL.md","methodology","xu_sir","active"
"20a9f950","knowledge/week14_ingested/11_Skill文档/W14-8D5EA4-financial-metrics.md","reference","general","active"
"1dba13ba","knowledge/week14_ingested/WEEK14_REPORT.md","reference","general","active"
"5ea1c993","knowledge/FINAL_FULL_INGESTION_REPORT.md","reference","general","active"
"8ba77136","knowledge/week6_ingested/12_记忆档案/W6-3220EF-定制Skill开发需求确认.md","reference","general","active"
"6f2f0b29","knowledge/week6_ingested/12_记忆档案/W6-1CE5FD-满意解决策方法论_可视化图表集.md","reference","liu_honglei","active"
"905ec104","knowledge/week6_ingested/12_记忆档案/W6-3CB578-满意解决策方法论_实践速查表.md","reference","xie_baojian","active"
"2cfa6194","knowledge/week6_ingested/12_记忆档案/W6-F1D052-文档完整性修复计划.md","reference","luo_han","active"
"ee53c24b","knowledge/week6_ingested/12_记忆档案/W6-01CFFF-讨论但未确认任务清单.md","reference","liu_honglei","active"
"4e334ed6","knowledge/week6_ingested/12_记忆档案/W6-7ADDD5-新增角色方案-解决三个关键问题.md","reference","xu_sir","active"
"aba57189","knowledge/week6_ingested/12_记忆档案/W6-6B1CB5-文档完整性检查报告.md","reference","liu_honglei","active"
"f6caa409","knowledge/week6_ingested/12_记忆档案/W6-E69D40-行为设计手册_V1.1.md","reference","general","active"
"a1952b69","knowledge/week6_ingested/12_记忆档案/W6-AEBE06-满意解决策方法论_白皮书_v1.1.md","reference","liu_honglei","active"
"2d6c5136","knowledge/week6_ingested/12_记忆档案/W6-5FA33B-多维表格创建指南.md","reference","general","active"
"885a7fcf","knowledge/week6_ingested/12_记忆档案/W6-0B8A77-完整员工体系V2.5.md","reference","xu_sir","active"
"572aad17","knowledge/week6_ingested/12_记忆档案/W6-211249-附件一_完整权限清单.md","reference","general","active"
"d62163a7","knowledge/week6_ingested/12_记忆档案/W6-ADA4EB-夜间任务执行手册.md","reference","general","active"
"489da553","knowledge/week6_ingested/12_记忆档案/W6-AD06CC-经济环境研究体系_V1.1.md","reference","xie_baojian","active"
"83b784ad","knowledge/week6_ingested/12_记忆档案/W6-D85792-完整员工体系V2.4.md","reference","xu_sir","active"
"196c9db4","knowledge/week6_ingested/12_记忆档案/W6-99F81B-附件三_API调用日志.md","reference","general","active"
"30898fb4","knowledge/week6_ingested/12_记忆档案/W6-C5C0D9-画图工具API集成方案.md","reference","xu_sir","active"
"0bb5c904","knowledge/week6_ingested/12_记忆档案/W6-58C990-附件二_测试文档链接.md","reference","general","active"
"f1e0a7ab","knowledge/week6_ingested/12_记忆档案/W6-4CD173-满意解研究所_沙盘模拟报告.md","reference","xu_sir","active"
"f59871f4","knowledge/week6_ingested/01_研究报告/W6-5C69FF-团队执行文化V1.0.md","reference","general","active"
"74a384cb","knowledge/week6_ingested/01_研究报告/W6-1AB110-五路图腾五行体系.md","reference","liu_honglei","active"
"ff206a29","knowledge/week6_ingested/01_研究报告/W6-B9A8CB-GUANYIN_dialogue_lib.md","reference","general","active"
"4d8effdc","knowledge/week6_ingested/01_研究报告/W6-787DC0-V1.1_交付清单.md","reference","general","active"
"ed9429fe","knowledge/week6_ingested/01_研究报告/W6-ABCD36-GUANYIN_quick_ref.md","reference","general","active"
"b2173d46","knowledge/week6_ingested/01_研究报告/W6-743661-合伙人候选人对比分析模板.md","reference","general","active"
"de5933a1","knowledge/week6_ingested/01_研究报告/W6-3C4232-命理适配决策流程1.2_执行手册.md","reference","xu_sir","active"
"3f954268","knowledge/week6_ingested/01_研究报告/W6-B39B18-像真人一样-直觉力决策组织实现方案.md","reference","xu_sir","active"
"a675f308","knowledge/week6_ingested/01_研究报告/W6-21DB47-商业布局1.1_执行摘要.md","reference","xie_baojian","active"
"3c8d6c29","knowledge/week6_ingested/01_研究报告/W6-BDD05B-商业计划沙盘交付计划-Token优化版.md","reference","general","active"
"50654276","knowledge/week6_ingested/01_研究报告/W6-989380-股权分配谈判指南.md","reference","general","active"
"0b497aa6","knowledge/week6_ingested/01_研究报告/W6-A323DA-精神核心图腾档案.md","reference","luo_han","active"
"41392b9b","knowledge/week6_ingested/01_研究报告/W6-C9F1E1-文化溯源1.1_五路图腾与命理深度融合体系.md","reference","general","active"
"28dea22d","knowledge/week6_ingested/01_研究报告/W6-D2A6AE-硬件初创企业合伙人选择决策框架.md","reference","general","active"
"0598690e","knowledge/week6_ingested/01_研究报告/W6-0A39F1-合伙人深度访谈问题清单.md","reference","xu_sir","active"
"3f081636","knowledge/week6_ingested/01_研究报告/W6-3A5F87-客户价值体系_V1.1.md","reference","general","active"
"076271ab","knowledge/week6_ingested/01_研究报告/W6-4BE3CC-六路图腾与星盘对应图谱.md","reference","general","active"
"23286212","knowledge/week6_ingested/01_研究报告/W6-F24B2F-GUANYIN_V1.0.md","reference","xie_baojian","active"
"64e1ba94","knowledge/week6_ingested/01_研究报告/W6-4BCB8D-免费优先策略深度研究.md","reference","xu_sir","active"
"a2aed4d1","knowledge/week6_ingested/01_研究报告/W6-ACD04C-感知力决策知识图谱_核心要点.md","reference","fang_yifeng","active"
"5231f013","knowledge/week6_ingested/01_研究报告/W6-52E32F-个人化商业计划沙盘交付计划-Egbertie专属版.md","reference","xie_baojian","active"
"ee8282a9","knowledge/week6_ingested/01_研究报告/W6-34D08C-感知力决策工具V1.1_完整版.md","reference","general","active"
"efdb275d","knowledge/week6_ingested/01_研究报告/W6-153780-商业计划V1.1_感知力决策重构版.md","reference","xie_baojian","active"
"76b2851a","knowledge/week6_ingested/01_研究报告/W6-2B35E4-五路图腾决策体系_对外说明版.md","reference","general","active"
"7d22bcdf","knowledge/week6_ingested/01_研究报告/W6-7D2435-感知力测试模块_V1.1.md","reference","general","active"
"5cb35be7","knowledge/week6_ingested/01_研究报告/W6-C272B8-文化线升级1.1_交付清单.md","reference","general","active"
"c61a62f4","knowledge/week6_ingested/01_研究报告/W6-2A4B4C-五路图腾命理适配决策流程_执行手册.md","reference","general","active"
"5cbb316d","knowledge/week6_ingested/01_研究报告/W6-9A9BFB-文化溯源1.2_本命盘深度融合版.md","reference","liu_honglei","active"
"e1b8e6f4","knowledge/week6_ingested/01_研究报告/W6-656372-感知力决策工具_V1.1_快速参考卡.md","reference","general","active"
"5bc0faf1","knowledge/week6_ingested/01_研究报告/W6-E330B8-合伙人协议关键条款清单.md","reference","general","active"
"5513675d","knowledge/week6_ingested/01_研究报告/W6-514A52-盈利模型V1.1.md","reference","general","active"
"5e11d6fb","knowledge/week6_ingested/WEEK6_REPORT.md","reference","general","active"
"7266b9b2","knowledge/data/experts/README.md","reference","liu_honglei","active"
"0375da99","knowledge/data/experts/History/herbert_simon.md","reference","xie_baojian","active"
"30346643","knowledge/data/experts/History/liu_yuxi.md","reference","general","active"
"74f4ee23","knowledge/data/experts/History/avalokitesvara.md","reference","general","active"
