"doc_id","filepath","topo_x","topo_y","topo_z"
"d331251b","./.workspace_optimization/backup_critical/skills/smart-web-fetch/SKILL.md","methodology","general","active"
"4ca4e180","./.workspace_optimization/backup_critical/skills/system-integration-framework/SKILL.md","methodology","xu_sir","active"
"9278c71f","./.workspace_optimization/backup_critical/skills/vendor-api-monitor/SKILL.md","methodology","xu_sir","active"
"f18b796a","./.workspace_optimization/backup_critical/skills/zipcracker/SKILL.md","methodology","general","active"
"e1bb7228","./.workspace_optimization/backup_critical/skills/token-weekly-monitor/SKILL.md","methodology","xu_sir","active"
"f71326c9","./.workspace_optimization/backup_critical/skills/satisficing-partner-decision/SKILL.md","methodology","xu_sir","active"
"8e2cd85f","./.workspace_optimization/backup_critical/skills/data-analyst/SKILL.md","methodology","xu_sir","active"
"71b83296","./.workspace_optimization/backup_critical/skills/skill-evolution-tracker/SKILL_EVOLUTION_TRACKER.md","methodology","general","active"
"6981be3f","./.workspace_optimization/backup_critical/skills/skill-integration-optimizer/SKILL.md","methodology","general","active"
"72236c2a","./.workspace_optimization/backup_critical/skills/unified-scheduler-suite/SKILL.md","methodology","general","active"
"e5c1f9ca","./.workspace_optimization/backup_critical/skills/rss-ai-reader/SKILL.md","methodology","xu_sir","active"
"f6003e6b","./.workspace_optimization/backup_critical/skills/rss-ai-reader/config_guide.md","implementation","xu_sir","active"
"9f87829b","./.workspace_optimization/backup_critical/skills/audio-handler/SKILL.md","methodology","xu_sir","active"
"cd3bd116","./.workspace_optimization/backup_critical/skills/unified-search/SKILL.md","methodology","xu_sir","active"
"6828c90b","./.workspace_optimization/backup_critical/skills/unified-quality-suite/SKILL.md","methodology","general","active"
"0bfab7e6","./.workspace_optimization/backup_critical/skills/weekly-meeting/SKILL.md","methodology","general","active"
"f14450a1","./.workspace_optimization/backup_critical/skills/data-processor-suite/SKILL.md","methodology","general","active"
"2285a4e8","./.workspace_optimization/backup_critical/skills/dashboard/widgets.md","reference","general","active"
"61dd6ed1","./.workspace_optimization/backup_critical/skills/dashboard/SKILL.md","methodology","general","active"
"a552d265","./.workspace_optimization/backup_critical/skills/dashboard/design.md","reference","general","active"
"e10c80e6","./.workspace_optimization/backup_critical/skills/tuanziguardianclaw/SKILL.md","methodology","general","active"
"34553a2a","./.workspace_optimization/backup_critical/skills/optimization-prioritizer/SKILL.md","methodology","general","active"
"4b321646","./.workspace_optimization/backup_critical/skills/playwright-automation/SKILL.md","methodology","general","active"
"e2c42b2f","./.workspace_optimization/backup_critical/skills/first-principle-auditor/templates/audit-report-template.md","reference","general","active"
"8d75d055","./.workspace_optimization/backup_critical/skills/first-principle-auditor/SKILL.md","methodology","general","active"
"c3c8aa89","./.workspace_optimization/backup_critical/skills/claude-code/SKILL.md","methodology","luo_han","active"
"d6f8057d","./.workspace_optimization/backup_critical/skills/chart-generator/tips.md","reference","general","active"
"e8c0b5de","./.workspace_optimization/backup_critical/skills/chart-generator/SKILL.md","methodology","xu_sir","active"
"3e74e6da","./.workspace_optimization/backup_critical/skills/team-execution-culture/SKILL.md","methodology","xu_sir","active"
"5240fa41","./.workspace_optimization/backup_critical/skills/us-stock-analysis/technical-analysis.md","reference","general","active"
"4a1a3d18","./.workspace_optimization/backup_critical/skills/us-stock-analysis/SKILL.md","methodology","general","active"
"b8b6878a","./.workspace_optimization/backup_critical/skills/us-stock-analysis/financial-metrics.md","reference","general","active"
"c161d35b","./.workspace_optimization/backup_critical/skills/us-stock-analysis/report-template.md","reference","general","active"
"dfb66077","./.workspace_optimization/backup_critical/skills/quality-assessment/SKILL.md","methodology","xu_sir","active"
"34beac1a","./.workspace_optimization/backup_critical/skills/sendfiles-to-feishu/SKILL.md","methodology","general","active"
"b360d4d2","./.workspace_optimization/backup_critical/skills/ai-meeting-notes/SKILL.md","methodology","xu_sir","active"
"55502289","./.workspace_optimization/backup_critical/skills/presentation-helper/SKILL.md","methodology","general","active"
"a518b144","./.workspace_optimization/backup_critical/skills/unified-intelligence-suite/SKILL.md","methodology","xu_sir","active"
"db41b883","./.workspace_optimization/backup_critical/skills/news-summary/SKILL.md","methodology","general","active"
"6a4f088d","./.workspace_optimization/backup_critical/skills/optimization-rollback-guard/SKILL.md","methodology","general","active"
"03da601e","./.workspace_optimization/backup_critical/skills/questionnaire-generator/SKILL.md","methodology","xu_sir","active"
"897d7b08","./.workspace_optimization/backup_critical/skills/swotpal-swot-analysis/README.md","reference","xu_sir","active"
"b3b294d7","./.workspace_optimization/backup_critical/skills/swotpal-swot-analysis/SKILL.md","methodology","xu_sir","active"
"f275e369","./.workspace_optimization/backup_critical/skills/patent-assistant/SKILL.md","methodology","general","active"
"e10dd8ce","./.workspace_optimization/backup_critical/skills/pandoc-convert/SKILL.md","methodology","general","active"
"5cad3454","./.workspace_optimization/backup_critical/skills/unified-content-suite/SKILL.md","methodology","xu_sir","active"
"5feed8ae","./.workspace_optimization/backup_critical/skills/mineru/SKILL.md","methodology","general","active"
"c0d9e613","./.workspace_optimization/backup_critical/skills/info-collection-quality/SKILL.md","methodology","xu_sir","active"
"4746cce2","./.workspace_optimization/backup_critical/skills/info-quality-guardian/SKILL.md","methodology","liu_honglei","active"
"6500a021","./.workspace_optimization/backup_critical/skills/slack/SKILL.md","methodology","general","active"
"2b1ef450","./.workspace_optimization/backup_critical/skills/business-model-canvas/SKILL.md","methodology","general","active"
"864dc32f","./.workspace_optimization/backup_critical/skills/notion/SKILL.md","methodology","general","active"
"59585319","./.workspace_optimization/backup_critical/skills/social-media-scheduler/SKILL.md","methodology","general","active"
"b31ad94f","./.workspace_optimization/backup_critical/skills/unified-mermaid-suite/SKILL.md","methodology","general","active"
"0d82c99f","./.workspace_optimization/backup_critical/skills/feishu-messaging/SKILL.md","methodology","general","active"
"09ef68c3","./.workspace_optimization/backup_critical/skills/kimi-cli/SKILL.md","methodology","general","active"
"fb9a79b8","./.workspace_optimization/backup_critical/skills/satisficing-dev-workflow/references/tdd.md","reference","xu_sir","active"
"8f5414aa","./.workspace_optimization/backup_critical/skills/satisficing-dev-workflow/references/writing-plans.md","reference","general","active"
"1cfe084e","./.workspace_optimization/backup_critical/skills/satisficing-dev-workflow/references/finishing-branch.md","reference","general","active"
"049a92fb","./.workspace_optimization/backup_critical/skills/satisficing-dev-workflow/references/brainstorming.md","reference","general","active"
"582568d6","./.workspace_optimization/backup_critical/skills/satisficing-dev-workflow/references/subagent-development.md","reference","xu_sir","active"
"b4738f0a","./.workspace_optimization/backup_critical/skills/satisficing-dev-workflow/references/systematic-debugging.md","reference","general","active"
"70e6857f","./.workspace_optimization/backup_critical/skills/satisficing-dev-workflow/SKILL.md","methodology","luo_han","active"
"dd09c071","./.workspace_optimization/backup_critical/skills/n8n-workflow-automation/19cece98-7592-8ae5-8000-000001068550_runbook-template.md","reference","general","active"
"9de592c8","./.workspace_optimization/backup_critical/skills/n8n-workflow-automation/SKILL.md","methodology","general","active"
"cc12a395","./.workspace_optimization/backup_critical/skills/unified-notion-suite/SKILL.md","methodology","general","active"
"78533823","./.workspace_optimization/backup_critical/skills/DEPLOYMENT_REPORT.md","reference","general","active"
"83ff8fda","./.workspace_optimization/backup_critical/skills/management-rules/SKILL.md","methodology","xu_sir","active"
"31b0d421","./.workspace_optimization/backup_critical/skills/dingtalk-feishu-cn/SKILL.md","methodology","general","active"
"981167ee","./.workspace_optimization/backup_critical/skills/video-frames/SKILL.md","methodology","general","active"
"a498cebb","./.workspace_optimization/backup_critical/skills/unified-communication-suite/SKILL.md","methodology","general","active"
"8c1918d3","./.workspace_optimization/backup_critical/skills/storytelling-engine/SKILL.md","methodology","general","active"
"4d3ab17f","./.workspace_optimization/backup_critical/skills/autonomous-execution-suite/01_🔥今日重点/今日晨报.md","reference","general","active"
"7c72316b","./.workspace_optimization/backup_critical/skills/autonomous-execution-suite/持续自主执行体系_V1.0.md","reference","liu_honglei","active"
"1dee2fe2","./.workspace_optimization/backup_critical/skills/feishu-file-sender/README.md","reference","general","active"
"d168b0be","./.workspace_optimization/backup_critical/skills/feishu-file-sender/SKILL.md","methodology","general","active"
"89b803cb","./.workspace_optimization/backup_critical/skills/workspace-health-scanner/templates/health-report-template.md","reference","general","active"
"be5ca0ae","./.workspace_optimization/backup_critical/skills/workspace-health-scanner/SKILL.md","methodology","general","active"
"6bb2d508","./.workspace_optimization/backup_critical/skills/promise-system-guardian/SKILL.md","methodology","general","active"
"5c0fcc02","./.workspace_optimization/backup_critical/skills/unified-expert-suite/SKILL.md","methodology","xie_baojian","active"
"e1262315","./.workspace_optimization/backup_critical/skills/security-guardian/SKILL.md","methodology","general","active"
"66f3cf7b","./.workspace_optimization/backup_critical/skills/unified-meeting-suite/SKILL.md","methodology","xu_sir","active"
"e418fb1e","./.workspace_optimization/backup_critical/skills/unified-assessment-suite/SKILL.md","methodology","luo_han","active"
"c23cd54d","./.workspace_optimization/backup_critical/skills/ffmpeg-video-editor/SKILL.md","methodology","general","active"
"30a5adc3","./.workspace_optimization/backup_critical/skills/archive-handler/SKILL.md","methodology","general","archived"
"6d61743d","./.workspace_optimization/backup_critical/TOOLS.md","reference","general","active"
"42f53b12","./.workspace_optimization/backup_critical/scripts/cron_optimization/README.md","reference","general","active"
"7c3f4aa3","./.workspace_optimization/backup_critical/scripts/README_daily_report.md","reference","general","active"
"cf32cfc2","./.workspace_optimization/backup_critical/scripts/test_report.md","reference","xu_sir","active"
"b6714af7","./.workspace_optimization/backup_critical/TASKS.md","reference","xu_sir","active"
"879ea9ee","./.workspace_optimization/phase1_before_report.md","reference","general","active"
"ffe79a6a","./tests/integration/README.md","reference","general","active"
"57527cfe","./tests/integration/TEST_REPORT.md","reference","general","active"
"d75d3b62","./docs/TODAY_COMPLETION_REPORT.md","reference","general","active"
"4fcc78c7","./docs/HIBERNATION_VULNERABILITY_FIX.md","reference","general","active"
"816ef72f","./docs/FINAL_CLEANUP_REPORT.md","reference","general","active"
"e893ab5e","./docs/systems/GAME里程碑调整-V1.1.md","reference","general","active"
"575227e8","./docs/systems/并行协同管理机制-满意解速度版.md","reference","general","active"
"d40a48db","./docs/systems/并行协同机制-组织常态版.md","reference","xu_sir","active"
"926d89cf","./docs/systems/定时任务诊断报告.md","reference","general","active"
"7238cd49","./docs/systems/管理罗盘实现方案.md","reference","xu_sir","active"
"6f65536e","./docs/systems/工作准则V2.0.md","reference","xu_sir","active"
"8d1b0086","./docs/systems/全天候高效工作体系.md","reference","xu_sir","active"
"c83954fe","./docs/systems/员工犯错防控机制-严格风控版.md","reference","xu_sir","active"
"3060c521","./docs/systems/执行摘要_TRL-PFI参数调优.md","reference","general","active"
"b808a11e","./docs/systems/第一性原理升级方案_完成总结.md","reference","general","active"
"a8791443","./docs/systems/PROD与GAME分工协作方案.md","reference","xu_sir","active"
"4eb10c10","./docs/PENDING_INSTRUCTIONS_REPORT.md","reference","xu_sir","active"
"bc635702","./docs/TOKEN-OPTIMIZATION-v1.0-FIN-260322.md","reference","general","active"
"b21ea8f9","./docs/FINAL_REPORT_2026-03-20-V2.md","reference","luo_han","active"
"e6989d24","./docs/FILE_GOVERNANCE_V1.md","reference","xu_sir","active"
"e0696b43","./docs/BULK_PROGRESS_REALTIME.md","reference","general","active"
"5b0ead0b","./docs/PROMISE_STANDARDIZATION_REPORT.md","reference","general","active"
"dfc3fc7b","./docs/IMPLICIT-RULES-CONVERSION-REPORT.md","implementation","general","active"
"d0a5df36","./docs/DISASTER_RECOVERY_WECOM_SETUP.md","reference","xu_sir","active"
"719fd0f4","./docs/DISASTER_RECOVERY_COMPLETE_REPORT.md","reference","general","active"
"5d9710c2","./docs/BATCH_SCRIPT_CREATION_1.md","reference","general","active"
"51bb4964","./docs/skill_consolidation_mapping.md","methodology","general","active"
"c356e012","./docs/COMMIT_CHECKLIST.md","reference","general","active"
"b7a14eb4","./docs/product_handbook_softlaunch_v1.md","reference","liu_honglei","active"
"88c11095","./docs/BLUE_SENTINEL_7STANDARD_REPORT.md","reference","xu_sir","active"
"92e41cf8","./docs/P0_TOKEN_OPTIMIZATION_COMPLETE_2026-03-26.md","reference","general","active"
"9722089b","./docs/TONIGHT_EXECUTION_REPORT.md","reference","general","active"
"3b98b604","./docs/VERIFICATION_REPORT_1445.md","reference","general","active"
"0662a9a8","./docs/NGT_FUSION_EXECUTION_LOG.md","reference","general","active"
"f30fda48","./docs/5STANDARD_AUDIT_REPORT.md","reference","general","active"
"0c710360","./docs/FINAL_REPORT_V4.md","reference","general","active"
"edfdb17a","./docs/PHASE1_7_SEVEN_STANDARD_COMPLETION.md","reference","general","active"
"de3c11c2","./docs/SILENCE_VS_HIBERNATION.md","reference","xu_sir","active"
"053b14a3","./docs/3月25日官宣执行清单.md","reference","general","active"
"fe22e0dc","./docs/DUAL_LINK_ANALYSIS_2026-03-26.md","reference","luo_han","active"
"ef98e372","./docs/HONEST_LABELING_EXECUTION.md","reference","general","active"
"6a7fd7bb","./docs/INFO_COLLECTION_README.md","reference","xu_sir","active"
"c66b5d1e","./docs/P0_FIX_LOG.md","reference","general","active"
"255abf3a","./docs/MULTI_CLAW_ARCHITECTURE_DESIGN.md","reference","general","active"
"3e9f9c47","./docs/COMPLETE_HISTORICAL_COMMITMENTS.md","reference","xu_sir","active"
"b0d27b07","./docs/PHASE3_EXECUTION_MASTER.md","reference","xie_baojian","active"
"81ec80b8","./docs/WLU-ARCH-v1.0-FIN-260322-Totem-System.md","reference","liu_honglei","active"
"58e78c3a","./docs/BATCH_SCRIPT_CREATION_2.md","reference","general","active"
"d8014ae5","./docs/PROMISE_CATCHUP_REPORT.md","reference","liu_honglei","active"
"276ceaf1","./docs/SCATTERED_MECHANISMS_BATCH3.md","reference","general","active"
"1436a08c","./docs/PROMISE_BATH_PROGRESS_REPORT_01.md","reference","general","active"
"a7eabd4d","./docs/PHASE1_7_COMPLETION_REPORT_HONEST.md","reference","general","active"
"2d62ba02","./docs/NGT-IMPL-v1.0-FIN-260322-Lean-Waste-Track.md","implementation","general","active"
"e5cfbff5","./docs/AUDIT_MASTER.md","reference","general","active"
"df17bba8","./docs/CRON_OPTIMIZATION_V2.md","reference","general","active"
"78ba93d0","./docs/CRON_IMPLICIT_MECHANISMS.md","implementation","general","active"
"459af712","./docs/NGT-ARCH-v1.0-FIN-260322-Fusion-Mapping-Detailed.md","reference","fang_yifeng","active"
"0e00e10f","./docs/blue_team/蓝军意见整理报告V1.0.md","reference","xie_baojian","active"
"9fe186c8","./docs/sandbox/沙盘模拟系统_1.1.md","reference","general","active"
"e34e5b54","./docs/sandbox/合伙人选择沙盘模拟案例集.md","reference","xu_sir","active"
"39891dfd","./docs/sandbox/沙盘系统1.1_执行摘要.md","reference","general","active"
"1858bc82","./docs/sandbox/沙盘案例库_详细档案.md","reference","general","active"
"f21295c4","./docs/SECURITY_BASELINE_DEPLOYED_2026-03-26.md","reference","xu_sir","active"
"2294cb16","./docs/deliveries/V1.1_交付清单.md","reference","general","active"
"3d91b59f","./docs/deliveries/个人化商业计划沙盘交付计划-Egbertie专属版.md","reference","xie_baojian","active"
"39bdb78e","./docs/deliveries/文化线升级1.1_交付清单.md","reference","general","active"
"66e9a43d","./docs/COMPLETION_REPORT_2026-03-26.md","reference","general","active"
"7ccda85c","./docs/meeting/first_meeting.md","reference","general","active"
"0b2e34bc","./docs/meeting/meeting_tools.md","reference","general","active"
"2a42f7e9","./docs/meeting/meeting_policy.md","reference","xie_baojian","active"
"e3d0d544","./docs/meeting/meeting_template.md","reference","general","active"
"6da8b75b","./docs/SKILL_RECOVERY_COMPLETE.md","methodology","general","active"
"12320c2c","./docs/BLUE_ARMY_STRESS_TEST_EXECUTION.md","reference","xu_sir","active"
"4489aa62","./docs/ZEROTOKEN_OPTIMIZATION_DEPLOYED_2026-03-26.md","reference","general","active"
"c34ea951","./docs/INFO_LOOP_ISSUE_REVIEW.md","reference","general","active"
"dca38028","./docs/COMPLETE_COMMITMENT_AUDIT.md","reference","general","active"
"4eb50570","./docs/SECURITY_AUDIT_2026-03-21.md","reference","xu_sir","active"
"3eb1aec5","./docs/feishu/飞书API调试操作指南.md","reference","general","active"
"89ab48d4","./docs/feishu/飞书深度学习计划.md","reference","xu_sir","active"
"7399d250","./docs/feishu/飞书技术问题反馈文档.md","reference","xu_sir","active"
"e4aa4163","./docs/REPLACEMENT_REPORT_P0.md","reference","general","active"
"d5d03c29","./docs/CRON_V2_DEPLOYMENT_REPORT.md","reference","general","active"
"79a6f564","./docs/GLOBAL_TIER1_EXECUTION_PLAN.md","reference","xie_baojian","active"
"6946b369","./docs/DEEP_CLEANING_REPORT.md","reference","liu_honglei","active"
"0025973e","./docs/API_INTEGRATION_STATUS.md","reference","general","active"
"9cacddd1","./docs/DISASTER_RECOVERY_V2.md","reference","xu_sir","active"
"f65d713d","./docs/OPERATIONS.md","reference","general","active"
"a5f8e6d8","./docs/FINAL_REPORT_V3.md","reference","general","active"
"ccb2e863","./docs/SECURITY_AUDIT_FIX.md","reference","general","active"
"3c07c033","./docs/API_KEY_ROTATION_PLAN_A.md","reference","general","active"
"90a07451","./docs/TOKEN_OPTIMIZATION_MASTERPLAN.md","reference","general","active"
"596a6105","./docs/FACING_ALL_COMMITMENTS.md","reference","general","active"
"cbab2be6","./docs/AUTOMATION_PIPELINE_FIX_PLAN.md","reference","general","active"
"8551488d","./docs/BULK_PROGRESS_REPORT_1350.md","reference","general","active"
"ebb590f5","./docs/FINAL_STATUS_1445.md","reference","general","active"
"6f7d3812","./docs/CRON-ANALYSIS-v1.0-FIN-260322-Time-Conflict.md","reference","general","active"
"5fc0ce16","./docs/FEISHU_WECOM_QUICKSTART.md","reference","general","active"
"3bd0f311","./docs/FILE_SKILL_RECOVERY_REPORT.md","methodology","general","active"
"d3ffcb2c","./docs/TRUSTED_PLUGINS.md","reference","general","active"
"e655179e","./docs/DISASTER_RECOVERY_EXECUTION_PLAN.md","reference","general","active"
"9f623d72","./docs/NGT-ARCH-v1.0-FIN-260322-5Standard-Self-Check.md","reference","general","active"
"b2e59b28","./docs/STANDARDS_5PLUS2_V1.md","reference","general","active"
"486bc14c","./docs/NGT_CLAW_FUSION_DESIGN.md","reference","fang_yifeng","active"
"0820589f","./docs/DEVILS_ADVOCATE_VIEWS.md","reference","general","active"
"14a9e9f4","./docs/TIERED_OUTPUT_SYSTEM.md","reference","general","active"
"2b9576d8","./docs/COMPLETENESS_TRACKER_LATEST.md","reference","general","active"
"ee91f3dd","./docs/FULL_PROMISE_AUDIT.md","reference","general","active"
"c16268bd","./docs/5STANDARD_REMEDIATION_STATUS.md","reference","general","active"
"60d71b94","./docs/TOKEN_OPTIMIZATION_ANALYSIS.md","reference","xu_sir","active"
"d4060fcd","./docs/FEISHU_WECOM_INTEGRATION_PLAN.md","reference","general","active"
"7177451e","./docs/culture/五路图腾决策体系_对外说明版.md","reference","general","active"
"f15b6d34","./docs/culture/文化溯源1.2_本命盘深度融合版.md","reference","liu_honglei","active"
"0bd2412c","./docs/culture/文化溯源1.1_五路图腾与命理深度融合体系.md","reference","general","active"
"b4985cbe","./docs/culture/精神核心图腾档案.md","reference","general","active"
"34e6a581","./docs/culture/五路图腾五行体系.md","reference","liu_honglei","active"
"ddd2b16d","./docs/culture/团队执行文化V1.0.md","reference","general","active"
"04f18ba6","./docs/culture/六路图腾与星盘对应图谱.md","reference","general","active"
"05e8de4c","./docs/culture/五路图腾命理适配决策流程_执行手册.md","reference","general","active"
"6a6416b2","./docs/TOTEM_SYSTEM_NGT_FUSION.md","reference","liu_honglei","active"
"d1c24b65","./docs/INTEGRATION_OPTIMIZATION_AUDIT_2026-03-21.md","reference","general","active"
"73c85eb7","./docs/SYMBIOTIC_CONTRACT.md","reference","general","active"
"307889e1","./docs/SYSTEMATIC_ISSUE_DEEP_DIVE.md","reference","general","active"
"19fa1929","./docs/PROMISE_BATH_PROJECT.md","reference","general","active"
"ecb8656d","./docs/TODAY_COMPLETION_REPORT_20260321.md","reference","general","active"
"92dcc7e6","./docs/SECURITY_GAP_ANALYSIS_2026-03-26.md","reference","general","active"
"fdb9b68a","./docs/BLUE_SENTINEL_7STANDARD_SCHEME.md","reference","xu_sir","active"
"c653e65b","./docs/DISASTER_RECOVERY_V1.1.md","reference","xu_sir","active"
"94c20a57","./docs/PROMISE_BATH_FINAL_REPORT.md","reference","general","active"
"3ef4cda8","./docs/META_AUDITOR_PRACTICE_REPORT.md","reference","xu_sir","active"
"e40848e9","./docs/SYSTEMATIC_EXECUTION_CHECKLIST.md","reference","general","active"
"e4541d90","./docs/TASK_MASTER_V1.5.md","reference","general","active"
"4e846619","./docs/ASSOCIATED_CORRECTIONS_REPORT.md","reference","general","active"
"5b51feda","./docs/SYSTEM_TRUTH_REPORT.md","reference","general","active"
"46f893c3","./docs/QUALITY_CHECK_PROCESS.md","reference","general","active"
"e036a223","./docs/SCATTERED_MECHANISMS_BATCH1.md","reference","general","active"
"e94b7b58","./docs/7STANDARD_META_AUDIT.md","reference","general","active"
"aa6303c7","./docs/LEARNING_REPORT_Immortal_State_2026-03-26.md","reference","general","active"
"ec288f1c","./docs/decision/感知力决策知识图谱_核心要点.md","reference","fang_yifeng","active"
"dc423360","./docs/decision/感知力决策工具V1.1_完整版.md","reference","general","active"
"80508f14","./docs/decision/像真人一样-直觉力决策组织实现方案.md","reference","xu_sir","active"
"12e356e4","./docs/decision/感知力决策工具_V1.1_快速参考卡.md","reference","general","active"
"dadf9bd8","./docs/decision/感知力测试模块_V1.1.md","reference","general","active"
"47f54678","./docs/decision/命理适配决策流程1.2_执行手册.md","reference","general","active"
"01b693ff","./docs/FINAL_VERIFICATION_REPORT_2026-03-21.md","reference","general","active"
"c091dd22","./docs/5STANDARD_TODO_LIST.md","reference","general","active"
"b4ea0a2e","./docs/BLUE_TEAM_EXECUTION_REPORT_2026-03-27.md","reference","general","active"
"301e4701","./docs/SCATTERED_MECHANISMS_BATCH2.md","reference","general","active"
"d405268d","./docs/BATCH_CRON_INTEGRATION_1.md","reference","xu_sir","active"
"0a26bf0a","./docs/SYSTEM_AUDIT_REPORT_2026-03-20.md","reference","general","active"
"48cc47e0","./docs/BLUE_ARMY_AUDIT_LOG.md","reference","xu_sir","active"
"1d808453","./docs/WLU-ARCH-v1.0-FIN-260322-Totem-System-unified.md","reference","liu_honglei","active"
"c3a0c93e","./docs/TESTING_FRAMEWORK_GUIDE.md","reference","general","active"
"2bf1f999","./docs/LEAN_7_WASTES_TRACKING.md","reference","general","active"
"826b34ca","./docs/RED_TEAM_AUDIT_REPORT_2026-03-21.md","reference","xu_sir","active"
"cbbe06c8","./docs/BLUE_AUDIT_REMEDIATION_REPORT.md","reference","xu_sir","active"
"929de570","./docs/DISASTER_RECOVERY_GAP_ANALYSIS.md","reference","general","active"
"ba3b9855","./docs/SENTINEL-GUARD-V1.0-5STANDARD-ACCEPTANCE.md","reference","general","active"
"a2bba354","./docs/roles/核心专家数字替身档案.md","reference","liu_honglei","active"
"351a6e80","./docs/QUANTITATIVE_METRICS_V1.md","reference","xu_sir","active"
"84a65c6d","./docs/ANNOUNCEMENT_READINESS_CHECK.md","reference","xie_baojian","active"
"8a8b1761","./docs/TASK_MASTER.md","reference","general","active"
"caf54b87","./docs/token-enforcer-deployment-report.md","reference","general","active"
"e8cee1fe","./docs/5STANDARD_STATUS_REPORT.md","reference","general","active"
"b6b49d66","./docs/NGT-ARCH-v1.0-FIN-260322-Fusion-Completion-Report.md","reference","general","active"
"effdb3de","./docs/materials/黎红雷数字替身后训练报告_V2.0.md","reference","liu_honglei","active"
"58b66309","./docs/materials/HUINENG素材档案.md","reference","general","active"
"c5d84690","./docs/materials/刘禹锡LIU素材档案.md","reference","general","active"
"c7f1b4b2","./docs/materials/CONFUCIUS_素材档案.md","reference","liu_honglei","active"
"419aba9d","./docs/materials/Egbertie个人命理完整档案.md","reference","general","active"
"70713cae","./docs/materials/Egbertie个人品牌故事_星盘融合版.md","reference","luo_han","active"
"8600e17e","./docs/materials/Egbertie个人品牌故事.md","reference","liu_honglei","active"
"73406933","./docs/BLUE_TEAM_SUPERVISION_AUDIT_2026-03-26.md","reference","general","active"
"2fc939f2","./docs/OPERATIONAL_DASHBOARD_V1.md","reference","general","active"
"57a7ac03","./docs/NETWORK_WHITELIST_V1.md","reference","xu_sir","active"
"7bad7a3c","./docs/BATCH_CRON_INTEGRATION_2.md","reference","general","active"
"9780debf","./docs/ACTION_PLAN_Immortal_State_2026-03-26.md","reference","general","active"
"e7308e6e","./docs/research/知识管理体系-防遗漏版.md","reference","xu_sir","active"
"b655f07d","./docs/research/研究成果质量控制与产品转化机制.md","reference","xu_sir","active"
"f19e702f","./docs/DIGITAL_PERSONA_COMPLETE_REPORT_2026-03-26.md","reference","liu_honglei","active"
"a694190d","./docs/VERIFICATION_REPORT_QUICK.md","reference","general","active"
"383e4f4f","./docs/business/商业计划V1.1_感知力决策重构版.md","reference","xie_baojian","active"
"ce0b22c9","./docs/business/硬件初创企业合伙人选择决策框架.md","reference","general","active"
"a2c8723d","./docs/business/客户价值体系_V1.1.md","reference","general","active"
"dd9c78b0","./docs/business/盈利模型V1.1.md","reference","general","active"
"23ebb9d9","./docs/business/股权分配谈判指南.md","reference","general","active"
"60d42768","./docs/business/合伙人深度访谈问题清单.md","reference","xu_sir","active"
"9b3f45fe","./docs/business/商业布局1.1_执行摘要.md","reference","xu_sir","active"
"c36a3b9a","./docs/business/合伙人候选人对比分析模板.md","reference","general","active"
"e50b0c4e","./docs/business/合伙人协议关键条款清单.md","reference","general","active"
"a4eee59b","./docs/business/免费优先策略深度研究.md","reference","xu_sir","active"
"ea3d6127","./docs/business/商业计划沙盘交付计划-Token优化版.md","reference","general","active"
"3d19e03e","./docs/QUALITY_STANDARDS.md","reference","general","active"
"7cd388c9","./docs/CALIBRATION_REPORT.md","reference","luo_han","active"
"c9298a0a","./docs/BULK_CONVERSION_TRACKER.md","reference","general","active"
"2edaf764","./docs/FULL_PROBLEM_LIST.md","reference","general","active"
"89f5bad4","./docs/GLOBAL_FILE_GOVERNANCE_V1.md","reference","xu_sir","active"
"293319f5","./docs/RED_TEAM_AUDIT_REPORT_2026-03-26.md","reference","liu_honglei","active"
"6b918f3a","./docs/5STANDARD_COMPLETION_REPORT.md","reference","general","active"
"3de52f2d","./docs/BLUE_TEAM_TOKEN_OPTIMIZATION_REPORT_2026-03-26.md","reference","general","active"
"6dd69a76","./docs/5STANDARD_TODO_P2.md","reference","xu_sir","active"
"6c0d1fd2","./docs/TEN_IRON_RULES.md","reference","general","active"
"906320ca","./docs/MECHANISM_INVENTORY_FULL.md","reference","luo_han","active"
"2df96a7c","./docs/5STANDARD_UNCOVERED_SKILLS.md","methodology","general","active"
"94de839a","./docs/partner-decision-immersive-camp.md","reference","fang_yifeng","active"
"2958d16b","./docs/DEPLOYMENT_REPORT.md","reference","general","active"
"0d71c756","./docs/BLUE_ARMY_STRESS_TEST_REPORT.md","reference","xu_sir","active"
"a70c8c97","./docs/NEW_RULES_7STANDARD_2026-03-21.md","reference","luo_han","active"
"00a1c15d","./docs/BLUE_ARMY_STRESS_TEST_PLAN.md","reference","xu_sir","active"
"fd48f04b","./docs/SECURITY_AUDIT_2026-03-26.md","reference","general","active"
"7f1bd14e","./docs/FULL_CONVERSION_REPORT_2026-03-20.md","reference","luo_han","active"
"6fec6f61","./docs/CONTENT_CONSISTENCY_V1.md","reference","liu_honglei","active"
"36600e03","./docs/PROJECT_DASHBOARD.md","reference","general","active"
"73286b26","./docs/meetings/TEMPLATE.md","reference","xu_sir","active"
"0b21ad0c","./docs/meetings/会议记录分析报告.md","reference","xie_baojian","active"
"c1352f83","./docs/meetings/AI角色自主会议机制.md","reference","xie_baojian","active"
"942ab83f","./docs/meetings/MEETING_PROTOCOL.md","reference","general","active"
